domain,ip,ns_record,http_status_code,title_tag
bcdailynews.com,154.41.233.107,"['ns1.dns-parking.com.', 'ns2.dns-parking.com.']",200,"bcdailynews - Daily treanding news,sports,political news,sports news etc."
biz1news.com,,,,
bodonews.com,121.78.144.208,['ns.sansung.net.'],,
assemblynews.co.kr,101.101.219.173,,200,국회일보
brenews.co.kr,121.78.144.208,['ns.sansung.net.'],,
bokuennews.com,175.123.252.5,"['ns2.doregi.com.', 'ns3.doregi.com.', 'ns1.doregi.com.']",200,보건산업 대표 종합전문지-보건신문
bundangnews.co.kr,121.78.144.203,['ns.sansung.net.'],,
anewsa.com,114.108.129.91,"['ns2.anewsa.com.', 'ns.anewsa.com.']",200,아시아뉴스통신
bucheonnews.net,49.50.164.97,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,부천신문
cargonews.co.kr,49.50.166.88,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,카고뉴스(CargoNews)
bzeronews.com,49.50.167.182,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,불교공뉴스
cctvnews.co.kr,58.229.228.68,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,
cbinews.co.kr,49.50.165.86,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,충북인뉴스
catholicnews.co.kr,101.101.211.82,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,가톨릭뉴스 지금여기
ccnnews.co.kr,121.125.77.229,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,충청뉴스
cndnews.co.kr,121.78.144.208,['ns.sansung.net.'],,
cnbnews.com,222.234.220.52,"['ns2.webfuture.co.kr.', 'ns.webfuture.co.kr.']",200,믿을수 있는 인터넷 언론 CNB뉴스
cnews041.com,121.78.144.69,['ns.sansung.net.'],200,"C뉴스041-충남지역 인터넷신문(천안시, 아산시, 예산군, 홍성군, 당진시...)"
ctnews.co.kr,121.78.144.69,['ns.sansung.net.'],200,시티뉴스 http://www.ctnews.co.kr
cunews.net,183.111.174.41,"['ns2.cafe24.com.', 'ns1.cafe24.com.', 'ns2.cafe24.co.kr.', 'ns1.cafe24.co.kr.']",200,연합시민의소리
coreanews.kr,118.67.141.92,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,정론직필 한국인터넷뉴스
cupnews.kr,49.50.167.182,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,컵뉴스
daejeonnews.kr,118.67.128.247,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,대전뉴스
datanews.co.kr,58.229.240.179,"['ns1.gabia.co.kr.', 'ns.gabia.co.kr.', 'ns.gabia.net.']",200,데이터뉴스
danbinews.com,118.67.129.28,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,단비뉴스
dynews1.com,121.125.77.219,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,동양뉴스
dandinews.com,101.101.219.250,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,단디뉴스
dtnews24.com,49.50.168.116,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,디트NEWS24
ebundangnews.co.kr,101.101.219.173,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,분당뉴스
econonews.co.kr,27.96.130.226,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,이코노뉴스
enews.incheon.go.kr,152.99.40.43,,200,
enews.dobong.go.kr,210.104.126.19,,200,
ejanews.co.kr,118.67.128.247,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,중앙뉴스
efnews.co.kr,121.125.77.229,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,파이낸셜신문
enewstoday.co.kr,49.50.174.225,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,이뉴스투데이
etnews.com,112.175.235.196,"['ns.etnews.com.', 'ns2.etnews.com.']",200,전자신문
expressnews.co.kr,115.85.177.60,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,특급뉴스
foodnews.co.kr,101.101.211.82,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,식품저널 foodnews
gangneungnews.kr,118.67.129.28,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,강릉뉴스
gbprimenews.com,49.50.166.88,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,프라임경북뉴스
gasnews.com,101.101.219.248,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,가스신문
fsnews.co.kr,121.125.77.195,,200,대한급식신문
gginews.co.kr,121.78.144.176,['ns.sansung.net.'],,
globalnewsagency.kr,121.125.77.172,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,글로벌뉴스통신GNA
gnnews.co.kr,118.219.253.215,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,경남일보 - 우리나라 최초의 지역신문
gnews.gg.go.kr,27.101.100.185,,200,경기도뉴스포털
gjnews.net,101.101.219.250,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,광주뉴스
gimhaenews.co.kr,27.96.130.226,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,김해뉴스
gnnews.org,118.67.141.92,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,구리남양주뉴스
goodnewstv.kr,43.201.192.148,"['ns-1013.awsdns-62.net.', 'ns-1072.awsdns-06.org.', 'ns-1801.awsdns-33.co.uk.', 'ns-173.awsdns-21.com.']",200," 믿음과 사랑의 기쁜소식을 전하는 방송국, 굿뉴스티비 "
gnopennews.com,101.101.219.173,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,경남열린신문
gnewsdaily.net,101.101.219.248,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,지뉴스데일리
goodnews1.com,101.101.219.248,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,데일리굿뉴스
goodnewsi.com,118.67.129.28,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,새백제일보
hamyangnews.com,121.78.144.174,['ns.sansung.net.'],403,403 Forbidden
hjbreaknews.com,121.78.144.193,['ns.sansung.net.'],200,브레이크뉴스 전남동부
gukjenews.com,49.50.169.72,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,국제뉴스
hkdnews.kr,101.101.219.250,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,한국장애인뉴스
honamnews24.com,27.96.134.56,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,호남뉴스24
hsinews.com,121.78.144.203,['ns.sansung.net.'],,
ibabynews.com,121.125.77.190,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,베이비뉴스
iheadlinenews.co.kr,121.125.77.220,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,헤드라인뉴스(HeadlineNews)
idailynews.co.kr,118.67.141.92,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,데일리뉴스
ibknews.com,101.101.219.250,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,금정신문
inewsdesk.com,15.197.148.33,"['ns15.domaincontrol.com.', 'ns16.domaincontrol.com.']",,
inthenews.co.kr,121.78.127.53,"['ns-1445.awsdns-52.org.', 'ns-294.awsdns-36.com.', 'ns-807.awsdns-36.net.', 'ns-1993.awsdns-57.co.uk.']",200,인더뉴스
ibsnews.kr,49.247.215.98,"['ns01.nbx.co.kr.', 'ns02.nbx.co.kr.']",200,"::::: 친환경 인터넷신문, IBS 뉴스 ::::: "
incheonnews.com,101.101.211.82,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,인천뉴스
inewspeople.co.kr,101.101.211.82,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,시사뉴스피플
igoodnews.net,121.125.77.241,"['ns1.ndsoftdns.com.', 'ns2.ndsoftdns.com.']",200,아이굿뉴스
jngoodnews.co.kr,121.78.144.193,['ns.sansung.net.'],200,네티즌 독자와 함께 만들어 가는-전남조은뉴스
jpnews.kr,121.78.144.68,['ns.sansung.net.'],200,JPNews 일본이 보인다! 일본뉴스포털!
jnnews.co.kr,114.202.2.242,['ns1.jnnews.co.kr.'],200,
jejunews.biz,49.50.167.182,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,제주뉴스
jeonguknews.co.kr,49.50.166.88,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,전국뉴스
kdfnews.com,121.125.77.219,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,한국면세뉴스
knnews.co.kr,211.220.194.120,"['ns53.dnszi.com.', 'ns11.dnszi.com.', 'ns77.dnszi.com.', 'ns22.dnszi.com.', 'ns37.dnszi.com.']",,
kookminnews.com,121.78.144.172,['ns.sansung.net.'],,
kmunews.co.kr,118.67.141.92,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,한국미디어뉴스통신
kpnews7.co.kr,121.78.144.203,['ns.sansung.net.'],,
kehcnews.co.kr,27.96.130.226,"['ns1.ndsoftdns.com.', 'ns2.ndsoftdns.com.']",200,한국성결신문
kknews.co.kr,27.96.130.226,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,금강뉴스
kongnews.net,49.50.164.97,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,콩나물신문
kportalnews.co.kr,121.125.77.239,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,기독교포털뉴스
kpnnews.org,118.218.219.162,"['cns1.simplexi.com.', 'cns2.simplexi.com.']",200,한국공보뉴스
ktnews.com,121.125.77.228,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,한국섬유신문
medifonews.com,121.78.127.105,"['ns-676.awsdns-20.net.', 'ns-1427.awsdns-50.org.', 'ns-1781.awsdns-30.co.uk.', 'ns-233.awsdns-29.com.']",200,메디포뉴스
mediainnews.com,49.50.165.86,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",,
medigatenews.com,3.37.126.32,"['ns-702.awsdns-23.net.', 'ns-1508.awsdns-60.org.', 'ns-1861.awsdns-40.co.uk.', 'ns-236.awsdns-29.com.']",200,MEDI:GATE NEWS 
medipharmnews.com,118.67.129.28,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,메디팜뉴스
medisobizanews.com,118.67.143.188,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,메디소비자뉴스
museumnews.kr,183.111.174.80,"['ns.museumnews.kr.', 'ns3.museumnews.kr.', 'ns1.museumnews.kr.', 'ns2.museumnews.kr.']",200,
mgenews1.com,49.50.165.86,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",,
nanumnews.com,121.78.144.69,['ns.sansung.net.'],200,나눔뉴스-사랑받는 국민의 신문. 기부문화를 선도하는 대표신문
najunews.kr,101.101.208.75,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,나주신문
nanews.co.kr,118.219.253.188,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,시사브리핑
namdongnews.co.kr,118.67.143.188,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,남동뉴스
nbnnews.co.kr,118.67.129.28,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,내외뉴스통신
news-m.co.kr,101.101.211.82,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,뉴스매거진
news.chungbuk.go.kr,49.50.169.200,,200,충북도정소식
news.sarangbang.com,211.252.81.54,,200,광주뉴스
news.suseong.kr,152.99.39.7,,200,
news.unn.net,27.96.132.181,,200,한국대학신문 - 411개 대학을 연결하는 '힘'
news2day.co.kr,49.50.168.145,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,뉴스투데이 - 경제 라이프 종합 미디어
news4000.com,118.67.141.128,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스사천
newscj.com,118.67.142.212,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,천지일보 - 새 시대 희망언론
newsdaily.kr,49.50.165.86,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",,
newsfc.co.kr,121.125.77.190,"['ns1.ndsoftdns.com.', 'ns2.ndsoftdns.com.']",200,금융소비자뉴스
newsfreezone.co.kr,27.96.132.106,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스프리존
newsfinder.co.kr,49.50.167.182,"['ns1.ndsoftdns.com.', 'ns2.ndsoftdns.com.']",200,뉴스파인더
newsfs.com,101.101.219.250,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,e프레시뉴스
newsgn.com,118.67.141.128,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스경남 - 경남도민을 대변하는 일간지
newshankuk.com,188.114.98.233,"['betty.ns.cloudflare.com.', 'etienne.ns.cloudflare.com.']",200,Xoilac TV trực tiếp hôm nay | Bóng đá Xôi Lạc trực tuyến 90phut
newsin.co.kr,49.50.166.88,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스인
newsjeju.net,118.67.141.92,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스제주
newspago.com,121.78.144.68,['ns.sansung.net.'],200,[뉴스파고]http://www.newspago.com
newspeak.kr,58.229.228.72,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스피크
newslook.co.kr,101.101.211.82,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,뉴스 YN
newspim.com,175.117.146.132,"['ns2.ngene.net.', 'ns.ngene.net.']",200,뉴스핌
newsnjoy.us,115.85.177.60,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,미주뉴스앤조이
newspower.co.kr,121.78.144.69,['ns.sansung.net.'],200,한국 교회의 나침반 뉴스파워(newspower.co.kr)
newsreal.co.kr,77.37.55.233,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,엔트리파워볼 현금파워볼게임 하는곳 추천!
newssc.co.kr,121.125.77.206,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스서천
newspost.kr,118.67.141.128,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스포스트
newstapa.org,43.200.0.159,"['ns-1322.awsdns-37.org.', 'ns-1626.awsdns-11.co.uk.', 'ns-161.awsdns-20.com.', 'ns-966.awsdns-56.net.']",200,뉴스타파(NEWSTAPA) | 한국탐사저널리즘센터(KCIJ) | 99% 시민들의 독립언론
newsq.kr,101.101.219.250,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스Q
newstoday.or.kr,49.50.167.182,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스투데이24
newstown.co.kr,114.200.196.101,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,자유 대한민국 수호자 - 뉴스타운
newsunion.co.kr,13.124.166.189,"['ns2.wowplaza.com.', 'ns3.wowplaza.com.']",200,전국언론노동조합 연합뉴스지부
newstopic.co.kr,101.101.211.82,"['ns1.ndsoftdns.com.', 'ns2.ndsoftdns.com.']",200,뉴스토픽
newstomato.com,114.31.52.121,"['ns3.etomato.com.', 'dns2.etomato.com.', 'ns1.etomato.com.', 'ns4.etomato.com.']",200,
newsty.net,101.101.208.75,"['ns2.ndsoftdns.com.', 'ns1.ndsoftdns.com.']",200,
newsway.co.kr,116.125.124.58,"['ns2.emato.net.', 'ns.emato.net.', 'ns.newsway.kr.']",200,온라인 경제미디어 뉴스웨이
newswin.kr,118.219.253.238,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,윈뉴스(win뉴스)
newswave.kr,101.101.211.82,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,뉴스웨이브
nocutnews.co.kr,61.110.208.140,"['ns.cbs.co.kr.', 'dns.cbs.co.kr.']",200,"
	노컷뉴스
"
nyjnews.net,121.78.144.69,['ns.sansung.net.'],200,남양주뉴스
ntmnews.co.kr,121.78.144.177,['ns.sansung.net.'],,
newsworks.co.kr,101.101.208.75,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스웍스
onanews.net,121.78.144.193,['ns.sansung.net.'],200,온아신문--http://www.onanews.net/
newswatch.kr,49.50.164.97,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,뉴스워치
outdoornews.co.kr,121.125.77.195,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,아웃도어뉴스
popcornnews.net,49.50.167.182,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,팝콘뉴스
reformednews.co.kr,121.78.144.176,['ns.sansung.net.'],,
polinews.co.kr,101.101.208.75,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,폴리뉴스 Polinews
ppnews.kr,27.96.130.226,"['ns1-1.ns-ncloud.com.', 'ns1-2.ns-ncloud.com.']",200,검경일보
ptgnews.net,118.67.129.28,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,평택조은뉴스
pwnews.co.kr,118.67.143.188,"['ns1-2.ns-ncloud.com.', 'ns1-1.ns-ncloud.com.']",200,파워뉴스
